review_id,place_id,aspect,sentiment,confidence
1cc99ebc14f41739906d0f99,ChIJ1QL4cyBdDW0RcU21rEmrs2A,service,positive,0.7
03e683633d3b2d748e132486,ChIJ1QL4cyBdDW0RcU21rEmrs2A,experience,positive,0.7
1f912911415e322b69ac5b3c,ChIJL8iQ5ElfDW0RGehL9xBV-lY,cleanliness,positive,0.7
c098297abf137bf5cb1ea2b6,ChIJL8iQ5ElfDW0RGehL9xBV-lY,cleanliness,positive,0.7
c098297abf137bf5cb1ea2b6,ChIJL8iQ5ElfDW0RGehL9xBV-lY,price,positive,0.7
b6ac7c1efc5a91704cb0796a,ChIJL8iQ5ElfDW0RGehL9xBV-lY,experience,positive,0.7
23cd0b3ca498206cc18e40ab,ChIJL8iQ5ElfDW0RGehL9xBV-lY,experience,positive,0.7
cfe29a0b622a9ffe991e3c12,ChIJL8iQ5ElfDW0RGehL9xBV-lY,experience,neutral,0.5
4aaef1f6a367675d0306429b,ChIJgZyA-UtfDW0RvhGJL0vdwOQ,experience,positive,0.7
fbf4d012bbca2647bfc1cc49,ChIJgZyA-UtfDW0RvhGJL0vdwOQ,experience,positive,0.7
cf14baae14ee07193e692200,ChIJgZyA-UtfDW0RvhGJL0vdwOQ,experience,positive,0.7
ce5d5cad317ca40eb310084b,ChIJgZyA-UtfDW0RvhGJL0vdwOQ,experience,positive,0.7
da08ea9dd390d6b33656204e,ChIJQ8v7JchfDW0RkBCT_X4qltU,experience,positive,0.7
8c0355ec6276643a52c06918,ChIJTemh4BVfDW0RD5QuEaMt02k,experience,positive,0.7
d5bcdf82649ad3c6c7d93687,ChIJTemh4BVfDW0RD5QuEaMt02k,experience,positive,0.7
18e39a07166cd2556e582071,ChIJTemh4BVfDW0RD5QuEaMt02k,experience,positive,0.7
4477f2f0bc02b581b3a7350f,ChIJTemh4BVfDW0RD5QuEaMt02k,experience,positive,0.7
40ecac712a3388c4b76febdc,ChIJTemh4BVfDW0RD5QuEaMt02k,experience,positive,0.7
5ddf6cd5ef5aff991e71aa85,ChIJOX9eY7xdDW0R5IcRfY3lagk,cleanliness,positive,0.7
9f10341a264e274797409f21,ChIJOX9eY7xdDW0R5IcRfY3lagk,experience,positive,0.7
66c0c3fce7bdf62a274eed7f,ChIJOX9eY7xdDW0R5IcRfY3lagk,experience,positive,0.7
67af3b2674b3505303cabccd,ChIJm4pP2_ZTDW0R009HejJ3qr0,experience,neutral,0.5
9f608707af5d1b4e6c6c489c,ChIJm4pP2_ZTDW0R009HejJ3qr0,experience,neutral,0.5
ded6aff236ec24cbf98ab032,ChIJm4pP2_ZTDW0R009HejJ3qr0,cleanliness,positive,0.7
ded6aff236ec24cbf98ab032,ChIJm4pP2_ZTDW0R009HejJ3qr0,service,positive,0.7
c3b473ae6c1b666e9be5ecef,ChIJm4pP2_ZTDW0R009HejJ3qr0,experience,positive,0.7
3ff94d5bb44410e58fed1ec4,ChIJm4pP2_ZTDW0R009HejJ3qr0,experience,positive,0.7
e8a8d4bb19df92c21322ece5,ChIJvzkOj6xTDW0R_-ObfCIFc6o,experience,positive,0.7
7846606352422107c6ca591a,ChIJvzkOj6xTDW0R_-ObfCIFc6o,experience,positive,0.7
7a45774c9e7f0fbbb5f293d6,ChIJvzkOj6xTDW0R_-ObfCIFc6o,cleanliness,positive,0.7
fa6248727ace7607c7dd8b75,ChIJvzkOj6xTDW0R_-ObfCIFc6o,experience,positive,0.7
6a81fa559526fcda525c484c,ChIJvzkOj6xTDW0R_-ObfCIFc6o,experience,positive,0.7
9022aac728911a480a9c812a,ChIJG_juLMdTDW0RTW2Fe-wiSd4,experience,neutral,0.5
082b4ac95935d95a74cc4ac6,ChIJp6ksBDitcm0R20kdU8ufSp8,cleanliness,positive,0.7
71c47ac8b68a3734ba1b4e01,ChIJp6ksBDitcm0R20kdU8ufSp8,experience,positive,0.7
5a3460b176352dbdb99e7bed,ChIJp6ksBDitcm0R20kdU8ufSp8,experience,positive,0.7
7b8952291823d058c8144c50,ChIJp6ksBDitcm0R20kdU8ufSp8,experience,positive,0.7
71f3621e061040312271ae4e,ChIJp6ksBDitcm0R20kdU8ufSp8,experience,positive,0.7
34e2b0f4b1501c1be3219d1d,ChIJ54h4GrOscm0RoExaCowDvto,cleanliness,positive,0.7
e1dd329c8a646279e22bc625,ChIJ54h4GrOscm0RoExaCowDvto,experience,positive,0.7
c734a43c266b556405481b94,ChIJ54h4GrOscm0RoExaCowDvto,experience,positive,0.7
225e78f40b4943fe6ef605c5,ChIJ54h4GrOscm0RoExaCowDvto,experience,positive,0.7
ec104edc7745b6cd7761069a,ChIJ54h4GrOscm0RoExaCowDvto,experience,positive,0.7
c789096581b40e35478f0686,ChIJa3GedK6scm0RyX2ZbSj9qmA,experience,positive,0.7
de6fafc664f3bb44605db0a5,ChIJa3GedK6scm0RyX2ZbSj9qmA,experience,positive,0.7
49e23da7ef0d1ded81a5da24,ChIJa3GedK6scm0RyX2ZbSj9qmA,experience,positive,0.7
5dfaa0a12835c29fac7b3527,ChIJa3GedK6scm0RyX2ZbSj9qmA,experience,positive,0.7
f8eb4aa0ca6160ca73831211,ChIJa3GedK6scm0RyX2ZbSj9qmA,experience,neutral,0.5
a3abf29f1d9440540d1ea7d0,ChIJeQYiXlKrcm0RZsbsRJR1SvM,experience,neutral,0.5
8abbe81fc462ab4f34beef4e,ChIJeQYiXlKrcm0RZsbsRJR1SvM,experience,positive,0.7
9892291c6e6ca0867e31139a,ChIJeQYiXlKrcm0RZsbsRJR1SvM,experience,positive,0.7
97a24748c3512659b6d59657,ChIJeQYiXlKrcm0RZsbsRJR1SvM,experience,negative,0.7
2e97426388f31361be31ca76,ChIJeQYiXlKrcm0RZsbsRJR1SvM,experience,positive,0.7
309695f549e576eaf7e37b0c,ChIJudPwPLGscm0RuCoorZ1REqo,experience,positive,0.7
d18ec421607ea0cbbb2b3af6,ChIJudPwPLGscm0RuCoorZ1REqo,experience,positive,0.7
e2959d0bdb162a16f566e84f,ChIJudPwPLGscm0RuCoorZ1REqo,cleanliness,positive,0.7
d467e37998946dba45ddc9f4,ChIJudPwPLGscm0RuCoorZ1REqo,experience,positive,0.7
1af1ddf8d8cdac80c0f08773,ChIJudPwPLGscm0RuCoorZ1REqo,experience,positive,0.7
1b3cde69b68658ed83246d81,ChIJn3fVWaascm0RZvIq1NfLwzE,experience,positive,0.7
bd7de3cf5112f6b419d8586a,ChIJn3fVWaascm0RZvIq1NfLwzE,experience,neutral,0.5
c1187c520cbb5ee0cc20436d,ChIJn3fVWaascm0RZvIq1NfLwzE,experience,positive,0.7
f341402fc13140bdda6d7805,ChIJn3fVWaascm0RZvIq1NfLwzE,experience,positive,0.7
5f8e01ad410fee5991fd5cc4,ChIJn3fVWaascm0RZvIq1NfLwzE,experience,positive,0.7
1b1a3f9b15fab4379cc357f7,ChIJdQs9A6ascm0RjdI0_gWc6Ls,experience,neutral,0.5
973b5f2275295b7e767124e5,ChIJdQs9A6ascm0RjdI0_gWc6Ls,experience,positive,0.7
d16d48e23854ac61512595cb,ChIJdQs9A6ascm0RjdI0_gWc6Ls,experience,positive,0.7
d12c108513b114b88c60cee0,ChIJe2ucVb-scm0RiQc5f8Ra-iQ,cleanliness,positive,0.7
d12c108513b114b88c60cee0,ChIJe2ucVb-scm0RiQc5f8Ra-iQ,experience,positive,0.7
598a425d50d3a650f4e02959,ChIJe2ucVb-scm0RiQc5f8Ra-iQ,experience,positive,0.7
3e428b63eed88f2f8f6cd224,ChIJe2ucVb-scm0RiQc5f8Ra-iQ,experience,negative,0.7
1636386696b84eff91656a3e,ChIJe2ucVb-scm0RiQc5f8Ra-iQ,experience,positive,0.7
f3c4fda66442d0b48f96f02c,ChIJe2ucVb-scm0RiQc5f8Ra-iQ,experience,neutral,0.5
410b1732e4027596a936d217,ChIJ69iBXBuvcm0R0RG_2i8_dhA,experience,neutral,0.5
788a533023b5996a9b86968f,ChIJ69iBXBuvcm0R0RG_2i8_dhA,experience,positive,0.7
b65587c45f912eb082d121dd,ChIJsaQZm1Kvcm0RA5Y2OeP2d04,experience,positive,0.7
0a4a597e6a7808daafe1fbea,ChIJsaQZm1Kvcm0RA5Y2OeP2d04,experience,positive,0.7
ffb0df8b368d8334490f5b53,ChIJsaQZm1Kvcm0RA5Y2OeP2d04,experience,positive,0.7
72aeb4af12274e01566e51f1,ChIJOzGljl1dDW0RLge6WOpFn-E,cleanliness,positive,0.7
72aeb4af12274e01566e51f1,ChIJOzGljl1dDW0RLge6WOpFn-E,experience,positive,0.7
03a35156997b17fdd63b3885,ChIJOzGljl1dDW0RLge6WOpFn-E,experience,positive,0.7
a20d42d2233fa28eadecd867,ChIJOzGljl1dDW0RLge6WOpFn-E,experience,positive,0.7
5a40f3a0a6e6009f2ab9eda7,ChIJOzGljl1dDW0RLge6WOpFn-E,experience,positive,0.7
213a667f393f95fb7f402878,ChIJOzGljl1dDW0RLge6WOpFn-E,experience,positive,0.7
c48b307af527fc1644de47f7,ChIJK5E5NABTDW0RErTWbv9IogU,experience,positive,0.7
17ce6f97eb8bcd3ae414e90f,ChIJJWASXcJTDW0Rq0xcLTyPKWA,experience,positive,0.7
f8b4c80bdf531fa59cd05802,ChIJJWASXcJTDW0Rq0xcLTyPKWA,experience,positive,0.7
00cda0dbf03e7d659565ed66,ChIJJWASXcJTDW0Rq0xcLTyPKWA,experience,positive,0.7
8d5a2ac957c03f76d613ecaa,ChIJJWASXcJTDW0Rq0xcLTyPKWA,experience,positive,0.7
ca1630958a8fb111ed4b12c9,ChIJJWASXcJTDW0Rq0xcLTyPKWA,experience,positive,0.7
f7961ab60227439c39c90eaf,ChIJX3tAC3RTDW0RLv682ahsM2Y,experience,positive,0.7
f0c6e66bcaff515cbf88a829,ChIJX3tAC3RTDW0RLv682ahsM2Y,experience,neutral,0.5
9a943d3c3d0fed701fbe2bd4,ChIJX3tAC3RTDW0RLv682ahsM2Y,experience,positive,0.7
2e18e6c010d151339122e991,ChIJX3tAC3RTDW0RLv682ahsM2Y,experience,positive,0.7
40a90d399cc7c9ef2862ef0b,ChIJX3tAC3RTDW0RLv682ahsM2Y,experience,positive,0.7
46a3acb95c249ad26e7ed085,ChIJmyZ8JixTDW0RAndhPhucR9s,experience,positive,0.7
72ae09ea21e8a57807776ca6,ChIJmyZ8JixTDW0RAndhPhucR9s,experience,positive,0.7
c26b906d468bcbdb52abb034,ChIJmyZ8JixTDW0RAndhPhucR9s,experience,positive,0.7
e4e289791e51f043b25cfa15,ChIJmyZ8JixTDW0RAndhPhucR9s,experience,positive,0.7
19b5648a99cd2018eb6642e8,ChIJmyZ8JixTDW0RAndhPhucR9s,experience,positive,0.7
c69d3a541406a36bcea34868,ChIJ9zfr2mNTDW0RoLtn6sQ-e30,experience,positive,0.7
364559f1395b5419e5ed05d2,ChIJ9zfr2mNTDW0RoLtn6sQ-e30,experience,neutral,0.5
5aba3128693941d9afbe60d2,ChIJ9zfr2mNTDW0RoLtn6sQ-e30,experience,positive,0.7
ce748dfca6e6cf5159f2c7df,ChIJ9zfr2mNTDW0RoLtn6sQ-e30,service,positive,0.7
cdfc74032076755be797db89,ChIJ9zfr2mNTDW0RoLtn6sQ-e30,experience,positive,0.7
cdb80a259bf459ce215c074c,ChIJ1ffMWIVTDW0RvmT_iCtkELM,experience,negative,0.7
cdb80a259bf459ce215c074c,ChIJ1ffMWIVTDW0RvmT_iCtkELM,service,negative,0.7
17db6c6e8bf9244c15d696a8,ChIJ1ffMWIVTDW0RvmT_iCtkELM,service,positive,0.7
80ffbfa1d8c35a4f7099a57b,ChIJ1ffMWIVTDW0RvmT_iCtkELM,service,positive,0.7
a34f013d0014a69d94d38a4d,ChIJXXhcI82scm0RFkpZqXLM-KA,experience,positive,0.7
55f00802a81d597ddfa58925,ChIJXXhcI82scm0RFkpZqXLM-KA,service,positive,0.7
a496f53e4c7aa068f63b96a5,ChIJXXhcI82scm0RFkpZqXLM-KA,experience,positive,0.7
18dbff400e19c7da0228aca1,ChIJXXhcI82scm0RFkpZqXLM-KA,experience,positive,0.7
a3ff64ab3a3e6900300d4fe0,ChIJXXhcI82scm0RFkpZqXLM-KA,experience,positive,0.7
aa80c6d5ec4279f9e8fc6323,ChIJrwaWNXxTDW0RmfbTHJ0O5Qs,experience,positive,0.7
6e92a20afe5c29efdb8201bd,ChIJrwaWNXxTDW0RmfbTHJ0O5Qs,experience,positive,0.7
df65b2714e9501470af52bf2,ChIJrwaWNXxTDW0RmfbTHJ0O5Qs,experience,negative,0.7
df65b2714e9501470af52bf2,ChIJrwaWNXxTDW0RmfbTHJ0O5Qs,service,negative,0.7
30fd4d8b164254a894f84ccc,ChIJrwaWNXxTDW0RmfbTHJ0O5Qs,experience,positive,0.7
b2213d06f3e035d1d3a57de9,ChIJrwaWNXxTDW0RmfbTHJ0O5Qs,experience,positive,0.7
ffcd10b756cabb57ec5d07e9,ChIJP_MIoTVTDW0R8pBhrihiSfA,experience,positive,0.7
df33c5b6a3aacc18a05c4bb4,ChIJP_MIoTVTDW0R8pBhrihiSfA,experience,neutral,0.5
7275fb7c57984ca8b0d6ce90,ChIJP_MIoTVTDW0R8pBhrihiSfA,experience,negative,0.7
737951c4f574541c9ff034bd,ChIJP_MIoTVTDW0R8pBhrihiSfA,experience,positive,0.7
2529b66dfcfb17bf7ea43ed9,ChIJP_MIoTVTDW0R8pBhrihiSfA,experience,neutral,0.5
327867260a2211d3a89b73c3,ChIJGwimDWBTDW0Rv0F4DPAHVh0,experience,neutral,0.5
ab243209ac3448df99adaa94,ChIJGwimDWBTDW0Rv0F4DPAHVh0,experience,neutral,0.5
00ec36b09b6506ada56d74fd,ChIJD57ZHipTDW0ReCT5FrGhwEE,experience,neutral,0.5
344fe40d2956fbfc80d63f71,ChIJD57ZHipTDW0ReCT5FrGhwEE,experience,neutral,0.5
ed07099dcda75eb9480a06b0,ChIJD57ZHipTDW0ReCT5FrGhwEE,experience,positive,0.7
00298aa42a47ac7904556d06,ChIJD57ZHipTDW0ReCT5FrGhwEE,experience,positive,0.7
537913c06e7ef55e30c6319b,ChIJD57ZHipTDW0ReCT5FrGhwEE,experience,neutral,0.5
42d4d78b2d83146f84c7c569,ChIJZRqm-ZVTDW0R7hojjRb-dcs,experience,positive,0.7
7af9c56a22693816fbda485b,ChIJAy3r69dSDW0RCpmTY-aXRK4,cleanliness,positive,0.7
4c0e1948fe5f5b13e95933d4,ChIJAy3r69dSDW0RCpmTY-aXRK4,experience,positive,0.7
cdf7bb6272e26633996a4112,ChIJAy3r69dSDW0RCpmTY-aXRK4,experience,positive,0.7
837e5a1c179a6687a10c4fe5,ChIJAy3r69dSDW0RCpmTY-aXRK4,experience,positive,0.7
d0f7b08c2d420fa3e1c0a3fc,ChIJAy3r69dSDW0RCpmTY-aXRK4,experience,positive,0.7
62446039646c94f15c34e4c5,ChIJLVtAslZTDW0RHXgVSa_zlTs,experience,positive,0.7
aea58e9ff1acae7d71a5ef6a,ChIJLVtAslZTDW0RHXgVSa_zlTs,cleanliness,positive,0.7
5369362ba7d385493593c888,ChIJLVtAslZTDW0RHXgVSa_zlTs,experience,positive,0.7
7ed9d02f92e1e0dc3c5959e9,ChIJLVtAslZTDW0RHXgVSa_zlTs,experience,positive,0.7
8fd395e1a122add382ae8eea,ChIJLVtAslZTDW0RHXgVSa_zlTs,experience,positive,0.7
